Date;coke;pep;apple;micro
26/01/2004;55.40829468;13.31638718;8.340000153;3.096868753
27/01/2004;55.15969467;13.16768646;8.239999771;3.037671328
28/01/2004;53.74878311;13.29210854;7.559999943;3.044436693
29/01/2004;53.42630768;13.27693844;7.949999809;3.127313137
30/01/2004;53.13737869;13.0736084;7.75;3.196658611
02/02/2004;52.40506363;13.19499874;7.599999905;3.206806421
03/02/2004;53.00973511;13.42866802;7.269999981;3.200041533
04/02/2004;53.37926102;13.43170738;7.019999981;3.101942778
05/02/2004;53.07694244;13.52578354;6.690000057;3.172979355
06/02/2004;53.62115097;13.46508694;7.170000076;3.321818829
09/02/2004;53.33895111;13.46205521;7.019999981;3.352263212
10/02/2004;54.58859634;13.38315296;7.360000134;3.382707357
11/02/2004;54.6893959;13.53488731;7.380000114;3.468966484
12/02/2004;54.40723038;13.28300476;7.539999962;3.406386137
13/02/2004;53.5337944;13.44687939;7.340000153;3.453744411
17/02/2004;53.96379089;13.65627956;7.400000095;3.548460007
18/02/2004;53.76132584;13.53185272;7;3.592435122
19/02/2004;53.38338089;13.15250778;7.179999828;3.546768904
20/02/2004;53.78829193;13.16465378;6.900000095;3.531546831
23/02/2004;54.28772354;13.26783466;7.170000076;3.408077955
24/02/2004;53.63985062;13.21623993;7.170000076;3.460510015
25/02/2004;53.0256958;13.20106506;7.050000191;3.5180161
26/02/2004;52.76247787;13.06450081;7.050000191;3.533237934
27/02/2004;52.65449524;12.98863697;6.909999847;3.553534269
01/03/2004;53.16742325;13.17071915;7.289999962;3.582287073
02/03/2004;52.8502121;13.23444843;7.159999847;3.563682318
03/03/2004;53.28215027;13.33156109;7.650000095;3.636410475
04/03/2004;53.2416687;13.24051857;7.71999979;3.619496822
05/03/2004;53.08641815;13.22534752;7.75;3.624571085
08/03/2004;52.41827774;13.09485149;7.639999866;3.536620617
09/03/2004;52.53977585;12.86724854;7.480000019;3.556916952
10/03/2004;51.29124832;12.57894707;7.320000172;3.512941837
11/03/2004;50.85255432;12.60019398;7.289999962;3.384398937
12/03/2004;51.4397316;12.57591248;7.28000021;3.450361729
15/03/2004;50.52861786;12.35133839;7.389999866;3.403003454
16/03/2004;53.18767548;12.61232948;7.460000038;3.404695034
17/03/2004;53.69382858;12.33010006;7.46999979;3.55437994
18/03/2004;53.90978622;12.16622162;7.550000191;3.488417387
19/03/2004;53.82881165;12.20264053;7.809999943;3.574676037
22/03/2004;53.79506683;12.02056122;7.789999962;3.475732327
23/03/2004;53.72080612;12.15105152;8.100000381;3.506176233
24/03/2004;53.60608673;11.94165421;8.090000153;3.455435991
25/03/2004;54.67915726;12.08125305;7.960000038;3.841063976
26/03/2004;53.97727585;12.18139362;8.050000191;3.881656885
29/03/2004;54.53068161;12.31188965;8.25;3.95015645
30/03/2004;55.1245842;12.43024826;8.18999958;3.995823145
31/03/2004;55.25283051;12.47273064;8.18999958;4.013582706
01/04/2004;54.69942093;12.70033741;8.300000191;4.064322948
02/04/2004;55.19207764;12.85814667;8.140000343;4.145507813
05/04/2004;55.84671021;13.01594734;9.050000191;4.186100483
06/04/2004;55.90069199;13.10698986;9.819999695;4.254601002
07/04/2004;55.84671021;12.9734621;9.81000042;4.201322556
08/04/2004;55.63074875;12.84297085;9.550000191;4.22415638
12/04/2004;56.43386078;12.50308228;9.680000305;4.259674549
13/04/2004;55.60375977;12.29235172;9.670000076;4.084619522
14/04/2004;55.78596115;12.81458473;10.25;4.069396973
15/04/2004;55.91417694;13.42844486;10.35999966;3.985674858
16/04/2004;56.50810623;13.47729969;11.28999996;4.016119957
19/04/2004;56.52834702;13.49867821;11.67000008;4.064322948
20/04/2004;56.1504097;13.20244026;12.18999958;3.96791625
21/04/2004;56.65657425;13.16884613;12.48999977;3.9831388
22/04/2004;58.6812439;13.51394749;12.89999962;4.069396973
23/04/2004;59.32238388;13.40706062;12.78999996;4.069396973
26/04/2004;59.22111511;13.43759918;13.31000042;3.957767963
27/04/2004;59.64632797;13.56586933;13.39000034;3.970452785
28/04/2004;58.52598572;13.48341084;13.14999962;3.922249317
29/04/2004;58.12107468;13.55975533;11.75;3.635565042
30/04/2004;58.36400223;13.44371033;11.43000031;3.823305845
03/05/2004;58.73521805;13.81416035;11.81999969;3.86136055
04/05/2004;58.37754059;13.63789177;12;3.92986083
05/05/2004;57.87136459;13.69990826;12.98999977;3.91971302
06/05/2004;57.20995712;13.70644188;12.17000008;3.97806406
07/05/2004;56.98051453;13.54649448;12.30000019;3.884193659
10/05/2004;56.37986374;13.3147316;11.47999954;3.917175531
11/05/2004;56.79154587;13.36043262;12.07999992;3.792861223
12/05/2004;57.6014061;13.45510387;11.63000011;3.721823931
13/05/2004;57.03450775;13.38328743;11.65999985;3.754805326
14/05/2004;56.56207657;13.43224716;11.19999981;3.643176317
17/05/2004;56.16390991;13.40939713;10.89000034;3.666009188
18/05/2004;56.09641647;13.38001347;11.02999973;3.615268469
19/05/2004;55.79141617;13.32779026;10.42000008;3.666009188
20/05/2004;55.71683502;13.14173222;10.75;3.744657516
21/05/2004;56.20486069;13.04053974;10.72999954;3.775101423
24/05/2004;55.95409775;12.90996933;11.94999981;3.818231106
25/05/2004;56.69289017;13.25924492;11.89999962;3.924786806
26/05/2004;56.93690491;13.39634323;11.98999977;4.028804302
27/05/2004;57.58083725;13.56282043;13;4.031341553
28/05/2004;57.31648254;13.45183563;12.35000038;4.013582706
01/06/2004;57.4994812;13.38655281;12.98999977;4.031341553
02/06/2004;58.02820206;13.4485693;12.81000042;4.089693069
03/06/2004;57.45885468;13.43224716;12.59000015;3.99328661
04/06/2004;57.51983261;13.62483788;12.68999958;4.092231274
07/06/2004;57.73675156;13.81090546;12.68999958;4.241914749
08/06/2004;58.38067627;13.9382;12.51000023;4.244452477
09/06/2004;57.89263153;13.89576721;12.61999989;4.142970562
10/06/2004;58.44165421;13.9382;12.97999954;4.094768047
14/06/2004;57.71642303;13.90229893;12.93999958;3.980601311
15/06/2004;57.98752975;14.036129;12.60000038;4.07193327
16/06/2004;57.78418732;13.98389912;12.39999962;4.046563625
17/06/2004;58.24510574;14.09488773;12.82999992;4.003434181
18/06/2004;59.03137207;14.036129;12.69999981;3.901952505
21/06/2004;59.16016006;13.89250374;12.80000019;3.818231106
22/06/2004;60.66494751;13.71623325;12.89000034;3.777638912
23/06/2004;60.69883347;13.69338703;13.02999973;3.79032445
24/06/2004;60.04132462;13.68032742;13.53999996;3.841063976
25/06/2004;60.09555817;13.23965454;13.90999985;3.909564734
28/06/2004;60.11591339;13.31147671;14.07999992;3.998360634
29/06/2004;60.86828613;13.4812088;13.55000019;4.021193504
30/06/2004;61.01063538;13.30494308;12.57999992;4.03387928
01/07/2004;59.76343155;13.29188633;12.30000019;3.955230951
02/07/2004;59.30930328;13.24944782;12.06000042;3.947619438
06/07/2004;59.34318542;12.98831177;12.06999969;3.838526964
07/07/2004;59.93965149;12.91976357;12.01000023;3.856286526
08/07/2004;59.47195053;13.14826202;11.5;3.72689867
09/07/2004;59.41096497;13.02422047;11.51000023;3.770026922
12/07/2004;59.58044815;13.18743229;10.77999973;3.830916643
13/07/2004;59.22793579;13.23342705;10.5;3.818231106
14/07/2004;59.77699661;13.06586933;10.81999969;3.947619438
15/07/2004;60.06843948;13.06586933;10.52999973;4.016119957
16/07/2004;59.53975677;12.84575748;10.34000015;3.980601311
19/07/2004;56.29297256;12.85561562;10.85999966;3.924786806
20/07/2004;57.61472321;12.9344635;10.88000011;4.008507729
21/07/2004;56.65224457;12.73405266;10.10000038;3.782712936
22/07/2004;56.73358154;12.90160751;10.02000046;3.795397758
23/07/2004;56.00152969;12.69133949;9.039999962;3.559453964
26/07/2004;55.33045197;12.65191555;9.159999847;3.508713484
27/07/2004;56.29297256;12.87532139;9.770000458;3.63302803
28/07/2004;55.57449341;12.82932949;9.43999958;3.640639067
29/07/2004;55.6626091;12.86218262;9.909999847;3.67108345
30/07/2004;55.82529831;12.92789173;10.80000019;3.716750145
02/08/2004;56.63191223;12.89831734;10.5;3.742119789
03/08/2004;56.21165085;12.86874866;10.68000031;3.683768272
04/08/2004;56.38109589;12.85561562;10.52000046;3.640639067
05/08/2004;55.28980255;12.71762466;10.72000027;3.648250341
06/08/2004;54.13751221;12.7110548;10.51000023;3.546768904
09/08/2004;53.85283279;12.60263729;10.09000015;3.523936033
10/08/2004;53.96127701;12.82932949;10.77000046;3.397084236
11/08/2004;53.70370102;13.06916332;10.40999985;3.24486208
12/08/2004;52.72763824;13.01987839;10.05000019;3.23471427
13/08/2004;52.63954544;13.00674057;9.850000381;3.328584194
16/08/2004;53.02590179;13.1414423;9.81000042;3.394546986
17/08/2004;53.33090591;13.1414423;9.829999924;3.488417387
18/08/2004;54.47489548;13.33527565;9.949999809;3.55437994
19/08/2004;54.46126175;13.37470055;9.680000305;3.536620617
20/08/2004;54.65873718;13.47325993;9.670000076;3.607657433
23/08/2004;54.72000122;13.43054867;9.770000458;3.539158106
24/08/2004;54.8698616;13.46997643;9.949999809;3.511250257
25/08/2004;55.29199219;13.61782169;10.14999962;3.653324604
26/08/2004;55.33966827;13.54225349;10.22000027;3.67869401
27/08/2004;55.48269653;13.63753128;10.19999981;3.68123126
30/08/2004;55.36009216;13.54225349;9.569999695;3.63302803
31/08/2004;56.08189392;13.69666576;9.739999771;3.650786877
01/09/2004;56.42235184;13.81822395;10.05000019;3.529009819
02/09/2004;56.88537979;13.99563122;10.43000031;3.523936033
03/09/2004;57.15778732;14.01863194;10.21000004;3.460510015
07/09/2004;57.34843445;13.82479095;9.800000191;3.323509932
08/09/2004;57.09648514;13.8543644;9.909999847;3.282917738
09/09/2004;57.09648514;13.79850769;10.05000019;3.323509932
10/09/2004;57.66848373;13.90036011;10.75;3.569602013
13/09/2004;57.64125061;14.11062241;11.02999973;3.536620617
14/09/2004;57.14416504;14.10733223;11.05000019;3.412306309
15/09/2004;55.83676147;13.96606255;10.88000011;3.402158022
16/09/2004;55.8707962;14.02519894;10.77999973;3.412306309
17/09/2004;56.05466461;14.10076237;10.68999958;3.366639853
20/09/2004;55.11496735;13.99235153;10.51000023;3.437676668
21/09/2004;55.54394913;14.14019012;10.28999996;3.455435991
22/09/2004;54.63151169;13.80179501;10.06999969;3.336194992
23/09/2004;53.58966827;13.92006683;9.93999958;3.326047421
24/09/2004;53.57604218;13.91021252;9.93999958;3.386935949
27/09/2004;52.90193176;13.93977737;8.720000267;3.346343517
28/09/2004;53.84160614;13.96606255;9.010000229;3.407232523
29/09/2004;53.64413071;13.90036011;9.239999771;3.422454596
30/09/2004;54.45445633;13.91678238;8.850000381;3.518861532
01/10/2004;54.26379776;13.86093521;9.319999695;3.424991369
04/10/2004;53.75312042;13.86421967;9.840000153;3.33365798
05/10/2004;53.63051224;13.89050102;9.829999924;3.313362122
06/10/2004;55.25115204;13.86421967;9.859999657;3.36156559
07/10/2004;54.24337387;13.57838535;9.600000381;3.318436384
08/10/2004;53.97101212;13.41412258;9.609999657;3.260084629
11/10/2004;53.94376755;13.5258255;9.479999542;3.247398853
12/10/2004;53.54200745;13.63753128;9.550000191;3.23471427
13/10/2004;53.09940338;13.60446644;9.329999924;3.222028732
14/10/2004;52.84062576;13.55818272;9.109999657;3.242325068
15/10/2004;53.09940338;13.67389584;9.130000114;3.20934391
18/10/2004;51.8192215;13.67059231;9.140000343;3.257547379
19/10/2004;51.33578873;13.68050766;9;3.323509932
20/10/2004;52.29588699;13.68711662;9.090000153;3.315898657
21/10/2004;52.84062576;13.58794117;9.18999958;3.336194992
22/10/2004;51.66941071;13.50859165;9.31000042;3.298140049
25/10/2004;51.45834351;13.43585682;9.449999809;3.323509932
26/10/2004;51.90090942;13.54826355;10.85000038;3.346343517
27/10/2004;52.82020569;14.02764225;11.68999958;3.564527988
28/10/2004;52.53421783;14.12021351;11.51000023;3.627954006
29/10/2004;52.82020569;14.09376621;11.31999969;3.673620701
01/11/2004;52.37078476;14.13013649;12.82999992;3.627954006
02/11/2004;51.66941071;13.98797512;13.18000031;3.742119789
03/11/2004;51.26766205;14.41775322;13.93000031;3.780175924
04/11/2004;53.16748047;14.69547367;14.35000038;3.901952505
05/11/2004;55.42819595;14.69547367;14.69999981;3.901952505
08/11/2004;55.41455078;14.86408615;14.93000031;3.901952505
09/11/2004;55.28520584;14.87730885;15.27000046;3.868971586
10/11/2004;55.05368423;14.89384079;15.42000008;3.998360634
11/11/2004;55.75505066;14.97649002;15.61999989;4.0541749
12/11/2004;56.29980087;14.6062088;15.96000004;4.107451916
15/11/2004;56.02742004;14.70869732;15.64000034;4.14804554
16/11/2004;55.68013763;14.60951424;15.77000046;4.107451916
17/11/2004;56.24097443;14.43098831;17.47999954;4.175952435
18/11/2004;56.3367424;14.33841991;16.63999939;4.20893383
19/11/2004;55.36552811;14.13344288;15.85000038;3.998360634
22/11/2004;55.22189331;14.17311954;14.93999958;4.031341553
23/11/2004;54.87994003;13.96813583;15.02999973;4.056711674
24/11/2004;54.88676071;14.0144186;15.13000011;4.0364151
26/11/2004;54.82521439;14.08054829;15.39999962;4.023730755
29/11/2004;54.71577454;14.02764225;15.31000042;4.031341553
30/11/2004;54.43534851;13.87226009;15.18000031;3.988211393
01/12/2004;55.0235405;14.29874229;15.26000023;4.0541749
02/12/2004;54.65423584;14.43759632;15.35000038;4.201322556
03/12/2004;55.45443344;14.35825729;14.85999966;4.434729576
06/12/2004;54.96884155;14.41115189;14.75;4.49561739
07/12/2004;53.9429245;14.39792252;14.14000034;4.267285347
08/12/2004;54.19599152;14.50041389;14.19999981;4.274895668
09/12/2004;54.01130676;14.5367794;14.02999973;4.226693153
10/12/2004;53.89503479;14.46074295;13.94999981;4.503229618
13/12/2004;53.67618179;14.51033115;13.64999962;4.731562614
14/12/2004;53.68985748;14.70869732;13.89000034;4.708728313
15/12/2004;54.09337616;14.66241264;14.18000031;4.723950863
16/12/2004;54.64738464;15.27072525;14.02000046;4.947210312
17/12/2004;55.1398201;15.53521729;14.43999958;4.881247044
20/12/2004;55.22873306;15.34676552;13.75;4.815285206
21/12/2004;55.46810913;15.24097633;13.72999954;4.886321545
22/12/2004;55.74855804;15.37321091;13.65999985;4.926913261
23/12/2004;56.45983887;15.34676552;13.68000031;4.977654457
27/12/2004;56.18625259;15.21121788;13.81999969;4.97511816
28/12/2004;56.76076126;15.32692719;13.73999977;5.028394699
29/12/2004;56.58978653;15.48561954;14.69999981;5.094357014
30/12/2004;56.59665298;15.51207352;15.22999954;5.086746693
31/12/2004;56.13155365;15.42280388;15.43999958;5.119727612
03/01/2005;56.35725021;15.42941761;15.01000023;4.980191231
04/01/2005;55.89901352;15.27403545;14.97999954;4.850803375
05/01/2005;55.21505737;15.0988102;14.68999958;4.921839237
06/01/2005;55.71434021;15.43934059;14.52000046;4.853339672
07/01/2005;56.28884888;15.70382214;14.28999996;4.690969944
10/01/2005;57.4105072;15.85589886;14.42000008;4.734098911
11/01/2005;57.93717957;15.56497002;14.31000042;5.061376095
12/01/2005;58.10815048;15.60152912;14.17000008;5.010635376
13/01/2005;57.30792618;15.30233765;12.44999981;5.373431683
14/01/2005;57.43105698;15.37547493;12.05000019;5.548485756
18/01/2005;56.09732819;15.30566502;11.86999989;5.639819622
19/01/2005;56.1999321;15.30897808;11.97000027;5.47744894
20/01/2005;56.73341751;15.20925331;11.40999985;5.43685627
21/01/2005;55.58440018;15.28571796;11.15999985;5.462227345
24/01/2005;55.82375336;15.26909733;11.06000042;5.335375786
25/01/2005;56.64449692;15.26244354;11.19999981;5.41656065
26/01/2005;57.05488968;15.25579929;11.10000038;5.609375477
27/01/2005;56.69239426;15.11284637;11.56999969;5.62967205
28/01/2005;56.93859482;15.04968166;11.43000031;5.599226475
31/01/2005;57.69777679;14.96657085;11.88000011;5.733688354
01/02/2005;57.50627899;15.14276886;11.57999992;5.688022614
02/02/2005;57.00014877;15.17268562;11.11999989;5.969633579
03/02/2005;57.00014877;15.17933273;11.15999985;5.949337006
04/02/2005;57.50627899;15.13278866;11.31999969;6.035595894
07/02/2005;57.36948395;15.15606213;10.97000027;6.104095936
08/02/2005;57.68410873;15.05300522;10.88000011;6.261392593
09/02/2005;57.0070076;15.01310825;10.72000027;6.063503265
10/02/2005;57.38319016;14.95327473;10.30000019;5.178079605
11/02/2005;57.47893143;15.35885525;10.75;5.249115944
14/02/2005;57.86877823;15.45526409;10.25;5.434319973
15/02/2005;58.81261826;15.58159447;10.28999996;5.474912643
16/02/2005;59.36659241;15.56829929;10.40999985;5.520578384
17/02/2005;58.62111282;15.47853184;10.02000046;5.467300892
18/02/2005;58.51169586;15.42534828;10.05000019;5.462227345
22/02/2005;57.49258423;15.10619736;10.07999992;5.439393997
23/02/2005;57.68504333;15.20592976;10;5.485060215
24/02/2005;57.92563629;15.41204357;10.23999977;5.510430813
25/02/2005;58.15246201;15.38213062;10.89000034;5.568782806
28/02/2005;57.69881821;15.28903866;10.69999981;5.545948982
01/03/2005;58.06315994;15.27906513;10.80000019;5.685485363
02/03/2005;58.12498093;15.31230736;10.65999985;5.786966801
03/03/2005;58.3586998;15.29568958;10.71000004;5.776818275
04/03/2005;59.43102646;15.42866802;11.11999989;5.86054039
07/03/2005;59.60286331;15.50845242;11.18000031;5.972170353
08/03/2005;59.37601089;15.45858192;11.19999981;5.875763416
09/03/2005;59.19732666;15.25911903;10.94999981;5.789505005
10/03/2005;59.56161499;15.38877773;11.06999969;5.746375561
11/03/2005;58.86051178;15.29236698;11.11999989;5.830096722
14/03/2005;59.04607391;15.33226013;11.30000019;5.847855568
15/03/2005;59.01857758;15.17933273;11.18999958;5.835171223
16/03/2005;59.11484146;15.0995512;10.82999992;5.807263374
17/03/2005;59.09419632;14.80367279;10.56000042;5.840244293
18/03/2005;59.22481537;14.78373241;10.36999989;5.847855568
21/03/2005;58.88798141;14.58426189;10.47000027;5.832633495
22/03/2005;58.68862152;14.54769516;10.32999992;5.705782413
23/03/2005;58.47555542;14.82694435;10.17000008;5.757368088
24/03/2005;58.61987686;14.93997765;10.51000023;5.581467152
28/03/2005;58.54430008;15.01976013;10.39999962;5.46645546
29/03/2005;58.18687057;15.20925331;10.56000042;5.266875267
30/03/2005;59.10107422;15.54169846;10.73999977;5.168776989
31/03/2005;58.90174866;15.49848461;10.57999992;5.006407738
01/04/2005;58.50990677;15.35552692;10.60000038;5.216134548
04/04/2005;58.22121429;15.35220051;10.56999969;5.202604294
05/04/2005;58.06315994;15.6913023;10.71000004;5.14171505
06/04/2005;58.30369186;15.82760143;11.22999954;5.1620121
07/04/2005;58.53741455;16.07360649;11.27999973;5.297319412
08/04/2005;58.11811447;15.91071129;11.51000023;5.280406475
11/04/2005;58.06315994;15.87413788;11.14999962;5.277024269
12/04/2005;58.5992775;15.92401028;10.97999954;5.37512207
13/04/2005;57.89126205;16.06276894;10.97999954;5.280406475
14/04/2005;56.62649155;16.1463623;11.05000019;5.12141943
15/04/2005;55.58166504;16.67465401;10.76000023;5.216134548
18/04/2005;52.1722641;16.37706947;10.96000004;5.138332367
19/04/2005;52.88026047;16.10623741;11.10000038;5.209369183
20/04/2005;52.1722641;15.81534195;10.61999989;5.046999931
21/04/2005;53.54016876;16.08282661;11.10000038;5.104505539
22/04/2005;52.96961594;15.90562439;10.52999973;4.948901176
25/04/2005;53.27894974;15.97249508;10.68999958;5.172159672
26/04/2005;52.33036041;16.02933121;10.64999962;5.114654541
27/04/2005;52.65342331;16.20654106;10.72999954;5.040234566
28/04/2005;51.71173477;16.07949066;10.14999962;4.911691189
29/04/2005;52.56409454;16.43725777;10.14999962;4.891395092
02/05/2005;52.84590149;16.51081657;9.520000458;4.979346275
03/05/2005;52.76342392;16.47069359;9.600000381;5.14171505
04/05/2005;53.16898727;16.62115669;9.600000381;5.0334692
05/05/2005;53.25146866;16.4472847;9.520000458;5.084209442
06/05/2005;53.15523148;16.39045143;9.470000267;5.381887913
09/05/2005;53.43015671;16.40716362;9.43999958;5.236431122
10/05/2005;52.66031647;16.33360481;9.350000381;5.226282597
11/05/2005;52.92150116;16.47069359;9.270000458;5.138332367
12/05/2005;52.08976746;16.42387581;9.130000114;5.094357014
13/05/2005;51.97293091;16.30351257;8.920000076;5.107888699
16/05/2005;52.52969742;16.54090881;9.260000229;5.195839405
17/05/2005;52.93527222;16.52085114;9.449999809;5.337913036
18/05/2005;53.97891998;16.50078392;9.970000267;5.348059654
19/05/2005;53.8130188;16.39712906;10.25;5.256727695
20/05/2005;53.26011658;16.34362984;10.27999973;5.29393816
23/05/2005;54.27608871;16.28344727;9.989999771;5.263493061
24/05/2005;54.04107285;16.27341843;10.15999985;5.226282597
25/05/2005;53.26011658;16.12963867;10.17000008;5.151863575
26/05/2005;53.20480728;16.12295341;10.26000023;5.155246735
27/05/2005;53.20480728;16.04939651;10.22000027;5.202604294
31/05/2005;52.97670364;16.12963867;9.369999886;5.344678402
01/06/2005;53.21864319;16.15973473;9.600000381;5.368356705
02/06/2005;52.92142868;16.13633156;9.800000191;5.361591339
03/06/2005;52.52749634;16.13966942;9.579999924;5.280406475
06/06/2005;52.6380806;16.19985771;9.300000191;5.534109592
07/06/2005;52.76245499;16.30351257;9.010000229;5.517196178
08/06/2005;52.91453171;16.27006912;9.359999657;5.452924728
09/06/2005;52.65187836;16.37706947;9.210000038;5.726924419
10/06/2005;52.38235474;16.350317;9.289999962;5.801343441
13/06/2005;52.58968353;16.33360481;9.130000114;5.852084637
14/06/2005;52.98364258;16.39045143;9.25;5.811491966
15/06/2005;52.61730576;16.39045143;9.289999962;5.868998051
16/06/2005;52.99055481;16.41050148;9.289999962;5.946799755
17/06/2005;53.16333389;16.52753067;9.640000343;5.940034866
20/06/2005;53.34994888;16.51416016;10.56000042;5.953565598
21/06/2005;53.34994888;16.53422356;10.38000011;6.011070728
22/06/2005;53.82684708;16.62450409;9.909999847;6.02460289
23/06/2005;52.43762207;16.41050148;9.909999847;6.00430584
24/06/2005;52.16808319;16.39045143;8.609999657;5.706628323
27/06/2005;52.38235474;16.38041687;8.359999657;5.676183701
28/06/2005;53.28773499;16.55094147;8.699999809;5.733688354
29/06/2005;52.55511475;16.46066093;8.590000153;5.69986248
30/06/2005;49.97021866;16.38709831;8.550000191;5.588233471
01/07/2005;50.45403671;16.3937912;8.569999695;5.5476408
05/07/2005;50.88254166;16.36704445;8.68999958;5.5476408
06/07/2005;50.33653641;16.4305706;8.739999771;5.642356873
07/07/2005;51.0138588;16.37372589;8.890000343;5.794577599
08/07/2005;51.83631897;16.50078392;9.359999657;5.865615368
11/07/2005;52.61730576;16.6010952;9.800000191;5.943417549
12/07/2005;51.74649048;16.71477699;9.909999847;6.044898033
13/07/2005;51.91925812;16.02049828;9.609999657;6.088873386
14/07/2005;52.13351059;15.67420959;9.430000305;6.122700691
15/07/2005;52.14733887;15.75826359;9.119999886;6.109169483
18/07/2005;51.51150131;15.6036005;8.880000114;6.095639229
19/07/2005;51.34561539;15.58342457;9.079999924;6.115934849
20/07/2005;51.61515808;15.75153351;9.350000381;6.163293362
21/07/2005;51.52532196;15.62040997;9.109999657;6.180206776
22/07/2005;51.63589859;15.47920513;9.699999809;6.241095066
25/07/2005;51.26268005;15.2942915;9.569999695;6.227564335
26/07/2005;50.99310684;15.37833881;9.68999958;6.220799446
27/07/2005;50.90328217;15.54980755;9.899999619;6.494797707
28/07/2005;51.62895966;15.7414484;9.890000343;6.416996479
29/07/2005;51.83631897;15.67756176;9.75;6.883809566
01/08/2005;52.04368591;15.8086853;9.869999886;6.809390068
02/08/2005;51.75338745;15.89610291;10.22000027;6.927785397
03/08/2005;51.27649689;15.91291809;10.85000038;7.008970261
04/08/2005;50.69593811;15.81204987;10.28999996;6.985291004
05/08/2005;50.44710922;15.63049889;10.39000034;6.893957615
08/08/2005;49.9978714;15.59351444;10;6.934550762
09/08/2005;49.7628746;15.66748047;10.01000023;6.904106617
10/08/2005;49.7628746;15.66748047;10.06000042;6.762032986
11/08/2005;50.01169205;15.72799778;10.14999962;6.724822521
12/08/2005;49.7214241;15.64730453;9.949999809;6.640255451
15/08/2005;49.88728714;15.70783234;9.909999847;6.863513947
16/08/2005;49.52788544;15.47247601;9.659999847;6.765414715
17/08/2005;49.88942337;15.49601555;9.699999809;6.863513947
18/08/2005;50.00061417;15.47247601;9.600000381;6.79924202
19/08/2005;50.10492706;15.40859699;9.449999809;6.775563717
22/08/2005;50.00061417;15.45230198;9.56000042;6.762032986
23/08/2005;49.35406876;15.36489296;9.409999847;6.866896629
24/08/2005;49.58349609;15.10264587;9.390000343;7.127364635
25/08/2005;49.56960678;15.16653156;9.449999809;7.083389282
26/08/2005;49.35406876;15.03876209;9.279999733;7.069859505
29/08/2005;49.41665649;15.17324352;9.300000191;7.242377281
30/08/2005;49.34711456;15.00514221;9.550000191;7.218698025
31/08/2005;49.46533203;15.17324352;10.02000046;7.560351849
01/09/2005;49.26370621;15.17660618;9.770000458;7.678746223
02/09/2005;49.70864487;15.08918858;9.930000305;7.69904232
06/09/2005;50.54291534;15.23040771;10.15999985;7.76331377
07/09/2005;51.28680801;15.35816956;10.44999981;7.509610653
08/09/2005;50.8348999;15.26066399;10.28999996;7.316797256
09/09/2005;51.1129837;15.32118702;10.35999966;7.475784302
12/09/2005;51.60660934;15.20687199;10.56999969;7.621239185
13/09/2005;51.44669724;15.01523113;10.56999969;7.617857933
14/09/2005;51.25204468;14.74289989;10.56000042;7.600945473
15/09/2005;50.96699524;14.69246578;10.47000027;7.431807995
16/09/2005;50.99480438;14.7059164;10.72000027;7.36077261
19/09/2005;50.40385437;14.56134033;10.36999989;7.435191631
20/09/2005;50.29959106;14.48737907;10.34000015;7.022500515
21/09/2005;50.28568649;14.49073887;10.05000019;6.647019863
22/09/2005;50.61243057;14.7630682;9.979999542;6.630105972
23/09/2005;50.43865204;14.86729527;10.09000015;6.758649349
26/09/2005;50.84185791;14.34280872;10.11999989;6.714675426
27/09/2005;50.87662125;14.36633968;10.38000011;6.765414715
28/09/2005;50.5290184;14.1007309;10;6.684229851
29/09/2005;50.87662125;14.15116215;10.02999973;6.907488823
30/09/2005;51.00178146;14.25538921;10.06999969;6.917636871
03/10/2005;50.42472839;14.2822876;9.949999809;6.995438576
04/10/2005;49.70864487;14.7966938;9.760000229;6.843217373
05/10/2005;49.47920227;14.55125713;9.68999958;6.684229851
06/10/2005;49.4375;14.46384048;9.579999924;6.701143265
07/10/2005;49.86854935;14.35624981;9.539999962;6.609810829
10/10/2005;49.63216782;14.18142319;9.449999809;6.518476963
11/10/2005;49.04818344;14.26211357;9.399999619;6.504945755
12/10/2005;48.92999649;14.24688339;9.050000191;6.450823784
13/10/2005;48.71446609;14.40594292;9.119999886;6.650403023
14/10/2005;49.16636658;14.42962933;9.119999886;6.951464653
17/10/2005;50.38301086;14.39917374;9.25;6.927785397
18/10/2005;51.94032669;14.34840965;8.789999962;7.012352467
19/10/2005;52.59381866;14.87294483;8.619999886;7.178104877
20/10/2005;52.07239151;14.63943958;8.5;6.992056847
21/10/2005;52.06544876;14.46685505;8.5;7.171339989
24/10/2005;52.53123856;14.51762009;8.5;7.3370924
25/10/2005;52.60771942;14.64620876;8.229999542;7.284096718
26/10/2005;52.26012039;14.554842;8.109999657;7.004459858
27/10/2005;52.00985336;14.36194992;8.069999695;6.873661041
28/10/2005;53.00402451;14.46685505;8.220000267;7.008970261
31/10/2005;52.82327652;14.56837559;8.630000114;7.112706661
01/11/2005;52.04460526;14.47700405;8.5;7.302138329
02/11/2005;52.24622726;14.42962933;8.31000042;7.581774712
03/11/2005;52.2392807;14.48038292;8.710000038;7.838860989
04/11/2005;52.23231125;14.40594292;9.090000153;7.856902599
07/11/2005;52.73286438;14.39917374;8.970000267;7.852392197
08/11/2005;52.8024025;14.38902187;9.140000343;7.76669693
